ID	Line	LenhSX	MaHang	POID	PO	DauSizeID	DauSize	ColorID	MaMau	SizeID	Size	MocTgian	SPLoi	MaCongDoan	Code	PageX	PageY	NgayKiem	IsQC	LanKiem	StatusHT	NgayHT	StatusKiemLai	Image	NoiDungLoi	StatusKT	ImageKiemLai	NhanVienKiem	NVKiemLai	NgayKiemlai	CheckKiem	StatusKiemMau	Module
63	104	4	0088 388 13 V0.2	DH_19|5010371	5010371	0	0	MAU_F608_V8	DARK ANTHRACITE	SIZE_XL	XL	4	1	2.12	A7	0	0	2025-09-22 19:32:00.000	1	4	3	NULL	0	104_0088 388 13 V02_22092025_193245698_0.png	 Chạy 2 kim sườn ngoài mép bố ko đều	0	NULL	Orchid inline	NULL	NULL	NULL	0	NULL
64	104	4	0088 388 13 V0.2	DH_19|5010371	5010371	0	0	MAU_F608_V8	DARK ANTHRACITE	SIZE_XL	XL	4	2	2.5	C5	0	0	2025-09-22 19:36:00.000	1	4	3	NULL	0	104_0088 388 13 V02_22092025_193654350_0.png	 Công nhân ủi yếm ko chú ý 	0	NULL	Orchid inline	NULL	NULL	NULL	0	NULL
65	105	21	112160-HA13-120-H2R6	DH_28|5010438_CN106914	5010438/CN106914	0	0	MAU_F120_H2	HV YELLOW	SIZE_M	M	2	1	1.17	C3	0	0	2025-09-23 09:59:00.000	1	1	0	NULL	0	105_112160HA13120H2R6_26092025_142152743_0.png	 	0	NULL	Cosmos inline	NULL	NULL	NULL	0	NULL
66	103	8	LZN-00217	DH_38|5010419	5010419 	0	0	MAU_NAVY	NAVY	SIZE_M	M	2	1	1.17	C7	0	0	2025-09-23 10:45:00.000	1	3	0	NULL	0	103_LZN00217_23092025_104532773_0.png	 Thiếu nút nẹp TT	0	NULL	Tulip inline	NULL	NULL	NULL	0	NULL
67	104	4	0088 388 13 V0.2	DH_19|5010371	5010371	0	0	MAU_F608_V8	DARK ANTHRACITE	SIZE_XL	XL	2	1	2.1	D1	0	0	2025-09-23 11:19:00.000	1	5	0	NULL	0	104_0088 388 13 V02_23092025_111938642_0.png	 Dơ nhãn	0	NULL	Orchid inline	NULL	NULL	NULL	0	NULL
68	104	4	0088 388 13 V0.2	DH_19|5010371	5010371	0	0	MAU_F608_V8	DARK ANTHRACITE	SIZE_XL	XL	2	2	2.5	C6	0	0	2025-09-23 11:21:00.000	1	5	0	NULL	0	104_0088 388 13 V02_23092025_112146793_0.png	Logo thiếu t/số ttkt 1cm.ttsx 0.5cm	0	NULL	Orchid inline	NULL	NULL	NULL	0	NULL
69	104	4	0088 388 13 V0.2	DH_19|5010371	5010371	0	0	MAU_F608_V8	DARK ANTHRACITE	SIZE_XL	XL	2	3	2.1	A1	0	0	2025-09-23 13:03:00.000	1	5	0	NULL	0	104_0088 388 13 V02_23092025_130319106_0.png	Bỏ mũi vắt sổ  lưng t.trước	0	NULL	Orchid inline	NULL	NULL	NULL	0	NULL
70	103	8	LZN-00217	DH_38|5010419	5010419 	0	0	MAU_NAVY	NAVY	SIZE_M	M	3	2	1.20	A8	0	0	2025-09-23 14:16:00.000	1	3	0	NULL	0	103_LZN00217_23092025_141641281_0.png	 Chốt dây luồn 1 đường may (TLKT ycau 2 đường, mẫu 1 đường)	0	NULL	Tulip inline	NULL	NULL	NULL	0	NULL
71	103	8	LZN-00217	DH_38|5010419	5010419 	0	0	MAU_NAVY	NAVY	SIZE_M	M	3	3	1.20	A8	0	0	2025-09-23 14:17:00.000	1	3	0	NULL	0		 Chốt dây luồn 1 đường may (TLKT ycau 2 đường, mẫu 1 đường)	0	NULL	Tulip inline	NULL	NULL	NULL	0	NULL
72	103	8	LZN-00217	DH_38|5010419	5010419 	0	0	MAU_NAVY	NAVY	SIZE_M	M	3	4	1.20	A8	0	0	2025-09-23 14:17:00.000	1	3	0	NULL	0		 Chốt dây luồn 1 đường may (TLKT ycau 2 đường, mẫu 1 đường)	0	NULL	Tulip inline	NULL	NULL	NULL	0	NULL
73	103	8	LZN-00217	DH_38|5010419	5010419 	0	0	MAU_NAVY	NAVY	SIZE_L	L	3	1	1.10	A12	0	0	2025-09-23 14:24:00.000	1	3	0	NULL	0	103_LZN00217_23092025_142452992_0.png	 Tay lót vặn	0	NULL	Tulip inline	NULL	NULL	NULL	0	NULL
74	102	1	0088 521 04 V0.0	DH_6|5010420	5010420	0	0	MAU_Z9	BLACK	SIZE_90	90	4	1	2.10	D5	0	0	2025-09-23 14:46:00.000	1	6	3	NULL	0	102_0088 521 04 V00_23092025_144639083_0.png	 Ngược khóa cài dây số 2	0	NULL	Cherry inline	NULL	NULL	NULL	0	NULL
75	103	8	LZN-00217	DH_38|5010419	5010419 	0	0	MAU_NAVY	NAVY	SIZE_M	M	4	5	1.15	A12	0	0	2025-09-23 15:12:00.000	1	3	0	NULL	0	103_LZN00217_23092025_151259758_0.png	 Diễu dkeo sườn vặn 	0	NULL	Tulip inline	NULL	NULL	NULL	0	NULL
76	104	4	0088 388 13 V0.2	DH_19|5010287	5010287	0	0	MAU_F608_V8	DARK ANTHRACITE	SIZE_XL	XL	4	1	2.6	A2	0	0	2025-09-23 15:34:00.000	1	5	3	NULL	0	104_0088 388 13 V02_23092025_153448295_0.png	 Nắp túi thước đứt chỉ 	0	NULL	Orchid inline	NULL	NULL	NULL	0	NULL
77	104	4	0088 388 13 V0.2	DH_19|5010287	5010287	0	0	MAU_F608_V8	DARK ANTHRACITE	SIZE_XL	XL	4	2	2.3	D5	0	0	2025-09-23 18:52:00.000	1	5	3	NULL	0	104_0088 388 13 V02_23092025_185210118_0.png	 Lệch nút 	0	NULL	Orchid inline	NULL	NULL	NULL	0	NULL
78	109	16	0088 342 29 V0.2	DH_51|PO 5010441	PO 5010441	0	0	MAU_F608_V8	DARK ANTHRACITE	SIZE_M	M	4	1	2.1	D5	0	0	2025-09-23 19:05:00.000	1	6	0	NULL	0	109_0088 342 29 V02_23092025_190524763_0.png	 Thiêu nút => Đóng bổ sung	0	NULL	PANSY INLINE	NULL	NULL	NULL	0	NULL
79	109	16	0088 342 29 V0.2	DH_51|PO 5010441	PO 5010441	0	0	MAU_F608_V8	DARK ANTHRACITE	SIZE_M	M	4	2	2.11	D5	0	0	2025-09-23 19:08:00.000	1	6	0	NULL	0	109_0088 342 29 V02_23092025_190832748_0.png	 Đóng bọ xếp ly paget đôi => Sửa	0	NULL	PANSY INLINE	NULL	NULL	NULL	0	NULL
80	104	4	0088 388 13 V0.2	DH_19|5010287	5010287	0	0	MAU_F608_V8	DARK ANTHRACITE	SIZE_XL	XL	4	3	2.11	D5	0	0	2025-09-23 19:12:00.000	1	5	3	NULL	0	104_0088 388 13 V02_23092025_191229308_0.png	Đóng bọ nhíu paget 	0	NULL	Orchid inline	NULL	NULL	NULL	0	NULL
81	106	9	110095	DH_14|ORDER_GOC	ORDER_GOC	0	0	MAU_8_BLUE_WATERS	8 BLUE WATERS	SIZE_M	M	4	1	2.7	A4	0	0	2025-09-23 11:26:00.000	1	1	0	NULL	0	106_110095_24092025_112602659_0.png	 	0	NULL	Iris inline	NULL	NULL	NULL	0	NULL
82	102	1	0088 521 04 V0.0	DH_6|5010420	5010420	0	0	MAU_Z9	BLACK	SIZE_90	90	3	1	2.12	D5	0	0	2025-09-24 14:08:00.000	1	7	3	NULL	0	102_0088 521 04 V00_24092025_140852324_0.png	 Ngược khóa cài	0	NULL	Cherry inline	NULL	NULL	NULL	0	NULL
83	102	1	0088 521 04 V0.0	DH_6|5010420	5010420	0	0	MAU_Z9	BLACK	SIZE_90	90	3	2	2.1	A11	0	0	2025-09-24 14:11:00.000	1	7	3	NULL	0	102_0088 521 04 V00_24092025_141139631_0.png	Thiếu dây treo	0	NULL	Cherry inline	NULL	NULL	NULL	0	NULL
84	102	1	0088 521 04 V0.0	DH_6|5010420	5010420	0	0	MAU_Z9	BLACK	SIZE_90	90	3	3	2.1	A2	0	0	2025-09-24 14:12:00.000	1	7	3	NULL	0	102_0088 521 04 V00_24092025_141248679_0.png	Lập trình đứt chỉ	0	NULL	Cherry inline	NULL	NULL	NULL	0	NULL
