57089	109	558	All	38	NULL	no	2026-04-15 11:55:29.907	30	NULL	2026-04-15 11:55:29.673
57090	109	558	All	39	NULL	no	2026-04-15 11:55:29.913	30	NULL	2026-04-15 11:55:29.673
57091	109	558	All	40	NULL	no	2026-04-15 11:55:29.920	30	NULL	2026-04-15 11:55:29.673
57092	109	558	All	28	2	NULL	2026-04-15 11:55:29.927	30	NULL	2026-04-15 11:55:29.673
57093	109	558	All	41	NULL	no	2026-04-15 11:55:29.933	30	NULL	2026-04-15 11:55:29.673
57094	109	558	All	42	NULL	no	2026-04-15 11:55:29.940	30	NULL	2026-04-15 11:55:29.673
57095	109	558	All	34	1	NULL	2026-04-15 11:55:29.947	30	NULL	2026-04-15 11:55:29.673
57096	109	558	All	35	NULL	NULL	2026-04-15 11:55:29.950	30	NULL	2026-04-15 11:55:29.673
57225	104	483	483|DH_479|5010589	6	1	NULL	2026-04-15 15:14:58.703	13	NULL	2026-04-15 15:14:00.000
57226	104	483	483|DH_479|5010589	7	1	NULL	2026-04-15 15:14:58.710	13	NULL	2026-04-15 15:14:00.000
57227	104	483	483|DH_479|5010589	8	1	NULL	2026-04-15 15:14:58.717	13	NULL	2026-04-15 15:14:00.000
57228	104	483	483|DH_479|5010589	9	1	NULL	2026-04-15 15:14:58.723	13	NULL	2026-04-15 15:14:00.000
57229	104	483	483|DH_479|5010589	10	1	NULL	2026-04-15 15:14:58.733	13	NULL	2026-04-15 15:14:00.000
57230	104	483	483|DH_479|5010589	11	1	NULL	2026-04-15 15:14:58.740	13	NULL	2026-04-15 15:14:00.000
57231	104	483	483|DH_479|5010589	12	2	NULL	2026-04-15 15:14:58.747	13	NULL	2026-04-15 15:14:00.000
57232	104	483	483|DH_479|5010589	13	1	NULL	2026-04-15 15:14:58.753	13	NULL	2026-04-15 15:14:00.000
57233	104	483	483|DH_479|5010589	14	1	NULL	2026-04-15 15:14:58.760	13	NULL	2026-04-15 15:14:00.000
57234	104	483	483|DH_479|5010589	15	1	NULL	2026-04-15 15:14:58.767	13	NULL	2026-04-15 15:14:00.000
57235	104	483	483|DH_479|5010589	16	1	NULL	2026-04-15 15:14:58.773	13	NULL	2026-04-15 15:14:00.000
57236	104	483	483|DH_479|5010589	17	2	NULL	2026-04-15 15:14:58.780	13	NULL	2026-04-15 15:14:00.000
57237	104	483	483|DH_479|5010589	18	2	NULL	2026-04-15 15:14:58.787	13	NULL	2026-04-15 15:14:00.000
57238	104	483	483|DH_479|5010589	19	2	NULL	2026-04-15 15:14:58.793	13	NULL	2026-04-15 15:14:00.000
57239	104	483	483|DH_479|5010589	26	NULL	No	2026-04-15 15:14:58.800	13	NULL	2026-04-15 15:14:00.000
57240	104	483	483|DH_479|5010589	27	NULL	No	2026-04-15 15:14:58.810	13	NULL	2026-04-15 15:14:00.000
57241	104	483	483|DH_479|5010589	30	2	NULL	2026-04-15 15:14:58.813	13	NULL	2026-04-15 15:14:00.000
57242	104	483	483|DH_479|5010589	31	1	NULL	2026-04-15 15:14:58.820	13	NULL	2026-04-15 15:14:00.000
57243	104	483	483|DH_479|5010589	32	1	NULL	2026-04-15 15:14:58.830	13	NULL	2026-04-15 15:14:00.000
57244	104	483	483|DH_479|5010589	33	1	NULL	2026-04-15 15:14:58.833	13	NULL	2026-04-15 15:14:00.000
57245	104	483	483|DH_479|5010589	20	1	NULL	2026-04-15 15:14:58.840	13	NULL	2026-04-16 03:09:01.000
57246	104	483	483|DH_479|5010589	21	1	NULL	2026-04-15 15:14:58.850	13	NULL	2026-04-16 03:09:01.000
57247	104	483	483|DH_479|5010589	22	1	NULL	2026-04-15 15:14:58.857	13	NULL	2026-04-16 03:09:01.000
57248	104	483	483|DH_479|5010589	23	1	NULL	2026-04-15 15:14:58.860	13	NULL	2026-04-16 03:09:01.000
57249	104	483	483|DH_479|5010589	24	1	NULL	2026-04-15 15:14:58.870	13	NULL	2026-04-16 03:09:01.000
57250	104	483	483|DH_479|5010589	25	1	NULL	2026-04-15 15:14:58.877	13	NULL	2026-04-16 03:09:01.000
57251	104	483	483|DH_479|5010589	36	1	NULL	2026-04-15 15:14:58.883	13	NULL	2026-04-16 03:09:01.000
57252	104	483	483|DH_479|5010589	37	2	NULL	2026-04-15 15:14:58.890	13	NULL	2026-04-16 03:09:01.000
57253	104	483	483|DH_479|5010589	38	NULL	No	2026-04-15 15:14:58.897	13	NULL	2026-04-16 03:09:01.000
57254	104	483	483|DH_479|5010589	39	NULL	No	2026-04-15 15:14:58.903	13	NULL	2026-04-16 03:09:01.000
57255	104	483	483|DH_479|5010589	40	NULL	No	2026-04-15 15:14:58.910	13	NULL	2026-04-16 03:09:01.000
57256	104	483	483|DH_479|5010589	28	2	NULL	2026-04-15 15:14:58.917	13	NULL	2026-04-16 03:09:01.000
57257	104	483	483|DH_479|5010589	41	NULL	No	2026-04-15 15:14:58.923	13	NULL	2026-04-16 03:09:01.000
57258	104	483	483|DH_479|5010589	42	NULL	No	2026-04-15 15:14:58.930	13	NULL	2026-04-16 03:09:01.000
57259	104	483	483|DH_479|5010589	34	1	NULL	2026-04-15 15:14:58.937	13	NULL	2026-04-16 03:09:01.000
57260	104	483	483|DH_479|5010589	35	NULL	NULL	2026-04-15 15:14:58.943	13	NULL	2026-04-16 03:09:01.000
57261	104	482	482|DH_478|5010589	1	1	NULL	2026-04-15 15:31:21.260	15	NULL	2026-04-15 15:31:00.000
57262	104	482	482|DH_478|5010589	2	1	NULL	2026-04-15 15:31:21.267	15	NULL	2026-04-15 15:31:00.000
57263	104	482	482|DH_478|5010589	3	1	NULL	2026-04-15 15:31:21.273	15	NULL	2026-04-15 15:31:00.000
57264	104	482	482|DH_478|5010589	4	1	NULL	2026-04-15 15:31:21.280	15	NULL	2026-04-15 15:31:00.000
57265	104	482	482|DH_478|5010589	5	1	NULL	2026-04-15 15:31:21.287	15	NULL	2026-04-15 15:31:00.000
57266	104	482	482|DH_478|5010589	6	1	NULL	2026-04-15 15:31:21.293	15	NULL	2026-04-15 15:31:00.000
57267	104	482	482|DH_478|5010589	7	1	NULL	2026-04-15 15:31:21.300	15	NULL	2026-04-15 15:31:00.000
57268	104	482	482|DH_478|5010589	8	1	NULL	2026-04-15 15:31:21.310	15	NULL	2026-04-15 15:31:00.000
57269	104	482	482|DH_478|5010589	9	1	NULL	2026-04-15 15:31:21.313	15	NULL	2026-04-15 15:31:00.000
57270	104	482	482|DH_478|5010589	10	1	NULL	2026-04-15 15:31:21.320	15	NULL	2026-04-15 15:31:00.000
57271	104	482	482|DH_478|5010589	11	1	NULL	2026-04-15 15:31:21.330	15	NULL	2026-04-15 15:31:00.000
57272	104	482	482|DH_478|5010589	12	2	NULL	2026-04-15 15:31:21.333	15	NULL	2026-04-15 15:31:00.000
